"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","foil","key_press"
"image-keyboard-response","43","212605","0.0-14.0-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","44","219109","0.0-14.0-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","45","225614","0.0-14.0-0.6","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","46","232119","0.0-14.0-0.7","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","47","238624","0.0-14.0-0.8","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","48","245128","0.0-14.0-0.9","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","49","251633","0.0-14.0-0.10","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","50","258137","0.0-14.0-0.11","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallSandwich.png","null","exposure","","","","","false","",""
"image-button-response","51","262321","0.0-15.0-0.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","3680","img/BadUmbrella.png","1","word_selection","turu","turu","true","","","tan",""
"html-keyboard-response","52","263824","0.0-15.0-0.0-1.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","53","267311","0.0-15.0-0.1-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","3485","img/BigSandwich.png","1","word_selection","pir","kas","false","","","kas",""
"html-keyboard-response","54","268814","0.0-15.0-0.1-1.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Wrong:(</p>","null","","","","","","","",""
"image-button-response","55","269617","0.0-15.0-0.2-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","801","img/BigSandwich.png","0","word_selection","pir","pir","true","","","kas",""
"html-keyboard-response","56","271120","0.0-15.0-0.2-1.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","57","272892","0.0-15.0-0.3-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1771","img/SmallSandwich.png","0","word_selection","kas","kas","true","","","turu",""
"html-keyboard-response","58","274395","0.0-15.0-0.3-1.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","59","275876","0.0-15.0-0.4-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1480","img/BigWoman.png","1","word_selection","pir","pir","true","","","turu",""
"html-keyboard-response","60","277378","0.0-15.0-0.4-1.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","61","278762","0.0-15.0-0.5-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1383","img/BadSandwich.png","1","word_selection","turu","turu","true","","","pir",""
"html-keyboard-response","62","280266","0.0-15.0-0.5-1.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","63","283234","0.0-15.0-0.6-0.6","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2967","img/GoodSandwich.png","0","word_selection","tan","tan","true","","","kas",""
"html-keyboard-response","64","284736","0.0-15.0-0.6-1.6","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","65","285962","0.0-15.0-0.7-0.7","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1224","img/BigMan.png","1","word_selection","pir","pir","true","","","kas",""
"html-keyboard-response","66","287465","0.0-15.0-0.7-1.7","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","67","288737","0.0-15.0-0.8-0.8","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1270","img/SmallUmbrella.png","1","word_selection","kas","kas","true","","","pir",""
"html-keyboard-response","68","290240","0.0-15.0-0.8-1.8","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","69","292078","0.0-15.0-0.9-0.9","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1837","img/SmallWoman.png","1","word_selection","kas","kas","true","","","tan",""
"html-keyboard-response","70","293582","0.0-15.0-0.9-1.9","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","71","295822","0.0-15.0-0.10-0.10","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2238","img/GoodUmbrella.png","1","word_selection","tan","tan","true","","","turu",""
"html-keyboard-response","72","297325","0.0-15.0-0.10-1.10","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","73","300162","0.0-15.0-0.11-0.11","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2835","img/SmallMan.png","1","word_selection","kas","kas","true","","","pir",""
"html-keyboard-response","74","301665","0.0-15.0-0.11-1.11","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","75","303246","0.0-15.0-0.12-0.12","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1579","img/BigUmbrella.png","0","word_selection","pir","pir","true","","","kas",""
"html-keyboard-response","76","304749","0.0-15.0-0.12-1.12","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"html-keyboard-response","77","310938","0.0-16.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","6188","
      <p style=""font-size:24px;"">Now let's put words together...</p>
      <p style=""font-size:22px;"">Press any key when you're ready.</p>


    ","enter","","","","","","","",""
"image-keyboard-response","78","317942","0.0-17.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","79","324447","0.0-17.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","80","330952","0.0-17.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","81","337457","0.0-17.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","82","343962","0.0-17.0-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BadSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","83","350467","0.0-17.0-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigSandwich.png","null","exposure","","","","","false","",""
"image-button-response","84","358554","0.0-18.0-0.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","7583","img/SmallUmbrella.png","0","noun_phrase_selection","pilg gas","pilg gas","true","","","teban pir",""
"html-keyboard-response","85","360057","0.0-18.0-0.0-1.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","86","363934","0.0-18.0-0.1-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","3874","img/BadSandwich.png","1","noun_phrase_selection","teban turu","teban turu","true","","","kers gas",""
"html-keyboard-response","87","365436","0.0-18.0-0.1-1.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","88","368362","0.0-18.0-0.2-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2924","img/BigSandwich.png","0","noun_phrase_selection","teban pir","teban pir","true","","","teban turu",""
"html-keyboard-response","89","369864","0.0-18.0-0.2-1.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","90","393091","0.0-18.0-0.3-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","23234","img/BigMan.png","0","noun_phrase_selection","kiv pir","kiv pir","true","","","teban turu",""
"html-keyboard-response","91","394594","0.0-18.0-0.3-1.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","92","398236","0.0-18.0-0.4-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","3640","img/GoodUmbrella.png","0","noun_phrase_selection","pilg dan","pilg dan","true","","","teban pir",""
"html-keyboard-response","93","399738","0.0-18.0-0.4-1.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","94","402693","0.0-18.0-0.5-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2954","img/SmallWoman.png","1","noun_phrase_selection","kers gas","kers gas","true","","","pilg gas",""
"html-keyboard-response","95","404196","0.0-18.0-0.5-1.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","<p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"html-keyboard-response","96","408379","0.0-19.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","4182","
      <p style=""font-size:24px;"">Finally, let's see how some numbers work in Taneg...</p>
      <p style=""font-size:22px;"">Press any key when you're ready.</p>

    ","enter","","","","","","","",""
"image-keyboard-response","97","415383","0.0-20.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/2.png","null","exposure","","","","","false","",""
"image-keyboard-response","98","421887","0.0-20.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/4.png","null","exposure","","","","","false","",""
"image-keyboard-response","99","428389","0.0-20.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/4.png","null","exposure","","","","","false","",""
"image-keyboard-response","100","434894","0.0-20.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/2.png","null","exposure","","","","","false","",""
"image-keyboard-response","101","441398","0.0-21.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/Man2.png","null","exposure","","","","","false","",""
"image-keyboard-response","102","447901","0.0-21.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/Umbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","103","454405","0.0-21.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/Woman2.png","null","exposure","","","","","false","",""
"image-keyboard-response","104","460908","0.0-21.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","105","467411","0.0-22.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","106","473915","0.0-22.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodUmbrella4.png","null","exposure","","","","","false","",""
"image-keyboard-response","107","480419","0.0-22.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/Man4.png","null","exposure","","","","","false","",""
"image-keyboard-response","108","486922","0.0-22.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/Woman4.png","null","exposure","","","","","false","",""
"image-keyboard-response","109","493427","0.0-23.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","110","499930","0.0-23.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","111","506435","0.0-23.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BadUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","112","512938","0.0-23.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BadSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","113","519442","0.0-23.0-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","114","525945","0.0-23.0-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/BigSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","115","532449","0.0-23.0-0.6","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/SmallUmbrella4.png","null","exposure","","","","","false","",""
"image-keyboard-response","116","538954","0.0-23.0-0.7","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","null","img/GoodUmbrella4.png","null","exposure","","","","","false","",""
"html-keyboard-response","117","544837","0.0-24.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","5381","
      <p style=""font-size:20px;"">Now you'll be asked to produce your own phrases in Taneg!</p>
      <p style=""font-size:20px;"">Please do your best to convey the meaning in each case, even if you're not sure.</p>
      <p style=""font-size:20px;"">You will not be corrected on this.</p>
      <p style=""font-size:20px;"">Imagine you're actually interacting with a real speaker! </p>
      <p style=""font-size:20px;"">Press any key when you're ready.</p>
    ","enter","","","","","","","",""
"html-button-response","118","572687","0.0-25.0-0.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","26847","img/SmallSandwich4.png","0","production","kra sebanu kas","kra sebanu tan","false","","","",""
"html-button-response","119","582660","0.0-25.0-0.1","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","9973","img/Woman2.png","0","production","dew gersu","dew kers","false","","","",""
"html-button-response","120","591811","0.0-25.0-0.2","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","9149","img/SmallSandwich.png","0","production","teban kas","sebanu tan","false","","","",""
"html-button-response","121","629523","0.0-25.0-0.3","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","37711","img/GoodSandwich.png","0","production","teban tan","teban tan","true","","","",""
"html-button-response","122","652360","0.0-25.0-0.4","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","22836","img/Woman4.png","0","production","kra hersu","kra hersu","true","","","",""
"html-button-response","123","669022","0.0-25.0-0.5","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","16660","img/SmallMan.png","0","production","kiv kas","tan kiv","false","","","",""
"html-button-response","124","703334","0.0-25.0-0.6","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","34311","img/BigUmbrella.png","0","production","pilg bir","pilg tan pir","false","","","",""
"html-button-response","125","712467","0.0-25.0-0.7","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","9131","img/BadUmbrella.png","0","production","pilg duru","pilg turu","false","","","",""
"html-button-response","126","731867","0.0-25.0-0.8","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","19398","img/BadSandwich4.png","0","production","kra sebanu turu","kers sebanu turu","false","","","",""
"html-button-response","127","743760","0.0-25.0-0.9","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","11891","img/GoodSandwich4.png","0","production","kra sebanu tan","kers sebanu tan","false","","","",""
"html-button-response","128","773013","0.0-25.0-0.10","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","29252","img/BigWoman.png","0","production","kers bir","kers pir","false","","","",""
"html-button-response","129","914287","0.0-25.0-0.11","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","141272","img/BadUmbrella4.png","0","production","kra filgu turu","kers bilgu turu","false","","","",""
"html-button-response","130","952653","0.0-25.0-0.12","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","38365","img/Man2.png","0","production","dew givu","dew kivu","false","","","",""
"html-button-response","131","1029380","0.0-25.0-0.13","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","76725","img/Man4.png","0","production","kra hivu","kra givu","false","","","",""
"html-button-response","132","1043369","0.0-25.0-0.14","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","13987","img/BadSandwich2.png","0","production","dew debanu turu","dew tebanu turu","false","","","",""
"html-button-response","133","1104575","0.0-25.0-0.15","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","61205","img/BigUmbrella4.png","0","production","kra filgu pir","kra pir pilgu","false","","","",""
"html-button-response","134","1123813","0.0-25.0-0.16","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","19236","img/GoodUmbrella2.png","0","production","dew bilgu tan","dew pilg","false","","","",""
"html-button-response","135","1152600","0.0-25.0-0.17","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","28786","img/SmallUmbrella4.png","0","production","kra filgu kas","kra bilgu tan","false","","","",""
"html-button-response","136","1185683","0.0-25.0-0.18","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","33081","img/BigSandwich2.png","0","production","dew debanu pir","dew sebanu","false","","","",""
"html-button-response","137","1216570","0.0-25.0-0.19","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","30885","img/SmallUmbrella2.png","0","production","dew bilgu kas","dew pilgu","false","","","",""
"html-keyboard-response","138","1218763","0.0-26.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","2193","
      <p style=""font-size:24px;"">Thank you! We're almost done!</p>
       <p style=""font-size:20px;"">There are just a few final survey questions...</p>
      <p style=""font-size:20px;"">Press any key when you're ready.</p>

    ","\","","","","","","","",""
"survey-text","139","1224471","0.0-27.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1141197","","","LanguagesSurvey","","","","","",""," "
"survey-likert","140","1224473","0.0-28.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1134695","","","MotivationLikert","","","","","",""," "
"survey-likert","141","1224475","0.0-29.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1128193","","","EngagementLikert","","","","","",""," "
"survey-text","142","1224477","0.0-30.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1121690","","","EngagementSurvey","","","","","",""," "
"survey-likert","143","1224478","0.0-31.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1115188","","","DistractionLikert","","","","","",""," "
"survey-text","144","1224479","0.0-32.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1108684","","","FeedbackSurvey","","","","","",""," "
"html-keyboard-response","145","1224480","0.0-33.0","","","","ImmersiveDrogek","rjmxkas5n8","0","0","","","","","","1102181","","","","","","","","",""," "
