"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","key_press","foil"
"pavlovia","0","3702","0.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","","","","","","","","","","",""
"preload","1","21616","0.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","true","false","[]","[]","[]","","","","","","","","","","",""
"html-keyboard-response","2","24681","0.0-2.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3063","Welcome! Please press any key to begin.","h","","","","","","","",""
"html-keyboard-response","3","37274","0.0-3.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","12591","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","k","","","","","","","",""
"html-keyboard-response","4","51129","0.0-3.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","12839","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">Minority languages like this often die out, or are left with only a few enthusiasts keeping them alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
      <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","k","","","","","","","",""
"html-keyboard-response","5","61957","0.0-3.0-2.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","9817","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","j","","","","","","","",""
"html-keyboard-response","6","70799","0.0-3.0-3.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","7830","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want it to die out…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","k","","","","","","","",""
"html-keyboard-response","7","79812","0.0-3.0-4.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","8007","
    <p style=""font-size:22px;"">While you're learning Taneg, please remain focused on this app, and please do not switch to other tabs!</p>
    <p style=""font-size:22px;"">But please do <strong>not</strong> make notes! We want to see how well you do just by engaging with the app!</p>
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","f","","","","","","","",""
"html-button-response","8","90893","0.0-3.0-5.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","10061","
  <p style=""font-size:22px;"">Let's see if you were paying attention!</p>
  <p style=""font-size:20px;"">Which of the following are you allowed to do while learning Taneg?</p>
","1","comprehension_check","Engage with the app without making notes","Engage with the app without making notes","true","","","",""
"html-keyboard-response","9","96150","0.0-4.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","5256","
    <p style=""font-size:20px;"">Good! You should not take notes, switch tabs, or use a dictionary!</p> 
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>

    ","j","","","","","","","",""
"html-button-response","10","124446","0.0-5.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","27288","
        <p style=""font-size:22px;"">Select <strong>all</strong> statements that are true:</p>
        
        <div>
          <input type=""checkbox"" id=""opt0"" value=""Members of your family speak Taneg"">
          <label for=""opt0"" style=""font-size:20px;"">Members of your family speak Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt1"" value=""Barely any Tany people speak Taneg now"">
          <label for=""opt1"" style=""font-size:20px;"">Barely any Tany people speak Taneg now</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt2"" value=""Less than half the Tany population speaks Taneg regularly"">
          <label for=""opt2"" style=""font-size:20px;"">Less than half the Tany population speaks Taneg regularly</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt3"" value=""Everyone in the community also speaks English"">
          <label for=""opt3"" style=""font-size:20px;"">Everyone in the community also speaks English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt4"" value=""You grew up speaking Taneg"">
          <label for=""opt4"" style=""font-size:20px;"">You grew up speaking Taneg</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt5"" value=""Taneg is quite similar to English"">
          <label for=""opt5"" style=""font-size:20px;"">Taneg is quite similar to English</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt6"" value=""Minority languages are often at risk of dying out"">
          <label for=""opt6"" style=""font-size:20px;"">Minority languages are often at risk of dying out</label>
        </div>
      
        <div>
          <input type=""checkbox"" id=""opt7"" value=""The best way to keep minority languages alive is by recording them for future generations"">
          <label for=""opt7"" style=""font-size:20px;"">The best way to keep minority languages alive is by recording them for future generations</label>
        </div>
      
        <br>
      ","0","info_comprehension","","","true","[""Members of your family speak Taneg"",""Less than half the Tany population speaks Taneg regularly"",""Everyone in the community also speaks English"",""Minority languages are often at risk of dying out""]","","",""
"html-keyboard-response","11","129786","0.0-6.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","5339","<p style=""font-size:20px;"">That's right! Tany people all speak English, but 20% speak Taneg.</p><p style=""font-size:20px;"">This is better than for some other minority languages, which are barely spoken at all.</p><p style=""font-size:20px;""><i>Press any key to continue.</i></p>","h","","","","","","","",""
"html-keyboard-response","12","138840","0.0-7.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","8051","
       <p style=""font-size:24px;"">The following screens will introduce you to the language.</p>
       <p style=""font-size:20px;"">First you'll see pairs of words and images. Try to learn the words!</p>
       <p style=""font-size:20px;"">Later you’ll be asked to choose the correct word or image.</p>
       <p style=""font-size:20px;"">After that you'll move on to some more complex phrases</p>
       <p style=""font-size:20px;"">Finally you'll be asked to produce some Taneg yourself.</p>
      <p></p>
       <p style=""font-size:20px;""><i>Press any key to begin.</i></p>
    ","j","","","","","","","",""
"image-keyboard-response","13","145851","0.0-8.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Man.png","null","exposure","","","","","false","",""
"image-keyboard-response","14","152377","0.0-8.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Woman.png","null","exposure","","","","","false","",""
"image-keyboard-response","15","158885","0.0-8.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Sandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","16","165395","0.0-8.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Umbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","17","171907","0.0-9.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Sandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","18","178426","0.0-9.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Man.png","null","exposure","","","","","false","",""
"image-keyboard-response","19","184952","0.0-9.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Umbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","20","191461","0.0-9.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/Woman.png","null","exposure","","","","","false","",""
"html-keyboard-response","21","197405","0.0-10.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","54546","","","","","","","",""," ",""
"image-button-response","22","200940","0.0-11.0-0.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","2520","img/Sandwich.png","1","word_selection","teban","teban","true","","","","kiv"
"html-keyboard-response","23","202460","0.0-11.0-0.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","24","203892","0.0-11.0-0.1-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1429","img/Umbrella.png","1","word_selection","pilg","pilg","true","","","","kiv"
"html-keyboard-response","25","205418","0.0-11.0-0.1-1.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","26","206692","0.0-11.0-0.2-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1272","img/Woman.png","0","word_selection","kers","kers","true","","","","kiv"
"html-keyboard-response","27","208209","0.0-11.0-0.2-1.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","28","209356","0.0-11.0-0.3-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1146","img/Man.png","0","word_selection","kiv","kiv","true","","","","teban"
"html-keyboard-response","29","210870","0.0-11.0-0.3-1.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","30","214156","0.0-12.0-0.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3284","img/Man.png","1","image_selection","img/Man.png","img/Man.png","true","","","","img/Woman.png"
"html-keyboard-response","31","215681","0.0-12.0-0.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","32","217533","0.0-12.0-0.1-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1850","img/Sandwich.png","1","image_selection","img/Sandwich.png","img/Sandwich.png","true","","","","img/Woman.png"
"html-keyboard-response","33","219061","0.0-12.0-0.1-1.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","34","220500","0.0-12.0-0.2-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1435","img/Umbrella.png","1","image_selection","img/Umbrella.png","img/Umbrella.png","true","","","","img/Man.png"
"html-keyboard-response","35","222022","0.0-12.0-0.2-1.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","36","223845","0.0-12.0-0.3-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","1821","img/Woman.png","0","image_selection","img/Woman.png","img/Woman.png","true","","","","img/Umbrella.png"
"html-keyboard-response","37","225348","0.0-12.0-0.3-1.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"html-keyboard-response","38","230359","0.0-13.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","5010","
      <p style=""font-size:24px;"">Now it's time to learn some adjectives...</p>
       <p style=""font-size:24px;"">Look at the image in each case and try to learn the word that goes with it.</p>
      <p style=""font-size:22px;""><i>Press any key when you're ready.</i></p>
    "," ","","","","","","","",""
"image-keyboard-response","39","237366","0.0-14.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BigWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","40","243878","0.0-14.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/SmallMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","41","250391","0.0-14.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/GoodSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","42","256915","0.0-14.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BigUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","43","263432","0.0-14.0-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/SmallSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","44","269936","0.0-14.0-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BigMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","45","276462","0.0-14.0-0.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/SmallWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","46","282983","0.0-14.0-0.7","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BadSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","47","289501","0.0-14.0-0.8","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BadUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","48","296030","0.0-14.0-0.9","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/BigSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","49","302542","0.0-14.0-0.10","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","50","309061","0.0-14.0-0.11","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","img/GoodUmbrella.png","null","exposure","","","","","false","",""
"image-button-response","51","321460","0.0-15.0-0.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","11881","img/BadSandwich.png","0","word_selection","turu","turu","true","","","","pir"
"html-keyboard-response","52","322992","0.0-15.0-0.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","53","325381","0.0-15.0-0.1-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","2385","img/SmallUmbrella.png","0","word_selection","kas","kas","true","","","","tan"
"html-keyboard-response","54","326896","0.0-15.0-0.1-1.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","55","329252","0.0-15.0-0.2-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","2354","img/BigMan.png","1","word_selection","pir","pir","true","","","","kas"
"html-keyboard-response","56","330773","0.0-15.0-0.2-1.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","57","334860","0.0-15.0-0.3-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","4085","img/BigSandwich.png","0","word_selection","pir","pir","true","","","","kas"
"html-keyboard-response","58","336384","0.0-15.0-0.3-1.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","59","339795","0.0-15.0-0.4-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3409","img/BadUmbrella.png","1","word_selection","turu","turu","true","","","","tan"
"html-keyboard-response","60","341310","0.0-15.0-0.4-1.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","61","344836","0.0-15.0-0.5-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3524","img/BigUmbrella.png","0","word_selection","pir","kas","false","","","","kas"
"html-keyboard-response","62","346353","0.0-15.0-0.5-1.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","",""
"image-button-response","63","348533","0.0-15.0-0.6-0.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","2176","img/BigUmbrella.png","1","word_selection","pir","pir","true","","","","kas"
"html-keyboard-response","64","350060","0.0-15.0-0.6-1.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","65","353844","0.0-15.0-0.7-0.7","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3782","img/SmallSandwich.png","0","word_selection","kas","kas","true","","","","turu"
"html-keyboard-response","66","355365","0.0-15.0-0.7-1.7","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","67","358755","0.0-15.0-0.8-0.8","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3389","img/BigWoman.png","0","word_selection","pir","pir","true","","","","turu"
"html-keyboard-response","68","360278","0.0-15.0-0.8-1.8","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","69","362733","0.0-15.0-0.9-0.9","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","2452","img/SmallMan.png","1","word_selection","kas","kas","true","","","","turu"
"html-keyboard-response","70","364266","0.0-15.0-0.9-1.9","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","71","367709","0.0-15.0-0.10-0.10","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","ImmersiveNoDrogek","xmqs077gxp","0","0","","","","","","3441","img/SmallWoman.png","0","word_selection","kas","kas","true","","","","pir"
