"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","foil","key_press"
"pavlovia","0","2885","0.0-0.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","","","","","","","","","","",""
"preload","1","23968","0.0-1.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","true","false","[]","[]","[]","","","","","","","","","","",""
"html-keyboard-response","2","50503","0.0-2.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","26534","Welcome! Please press any key to begin.","k","","","","","","","",""
"html-keyboard-response","3","84219","0.0-3.0-0.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","33715","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","f","","","","","","","",""
"html-keyboard-response","4","133165","0.0-3.0-1.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","47941","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">Minority languages like this often die out, or are left with only a few enthusiasts keeping them alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
      <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","d","","","","","","","",""
"html-keyboard-response","5","175243","0.0-3.0-2.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","41075","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","d","","","","","","","",""
"html-keyboard-response","6","197147","0.0-3.0-3.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","20898","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want it to die out…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","d","","","","","","","",""
"html-keyboard-response","7","224644","0.0-3.0-4.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","26494","
    <p style=""font-size:22px;"">While you're learning Taneg, please remain focused on this app, and please do not switch to other tabs!</p>
    <p style=""font-size:22px;"">But please do <strong>not</strong> make notes! We want to see how well you do just by engaging with the app!</p>
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","d","","","","","","","",""
"html-button-response","8","245609","0.0-3.0-5.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","19958","
  <p style=""font-size:22px;"">Let's see if you were paying attention!</p>
  <p style=""font-size:20px;"">Which of the following are you allowed to do while learning Taneg?</p>
","0","comprehension_check","Engage with the app without making notes","Engage with the app without making notes","true","","","",""
"html-keyboard-response","9","250692","0.0-4.0","69f914fa7e3892745f6d89ce","6a42e2df51d202e3a70b4753","6a42e553ffa43de6ea16ca66","ImmersiveNoDrogek","o0mu4qupz0","0","2","","","","","","5082","
    <p style=""font-size:20px;"">Good! You should not take notes, switch tabs, or use a dictionary!</p> 
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>

    ","d","","","","","","","",""
