"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","foil","key_press"
"html-keyboard-response","88","478876","0.0-15.0-0.13-1.13","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","",""
"image-button-response","89","479482","0.0-15.0-0.14-0.14","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","605","img/BadSandwich.png","1","word_selection","turu","turu","true","","","kas",""
"html-keyboard-response","90","481003","0.0-15.0-0.14-1.14","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","91","482027","0.0-15.0-0.15-0.15","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1021","img/SmallMan.png","1","word_selection","kas","kas","true","","","pir",""
"html-keyboard-response","92","483543","0.0-15.0-0.15-1.15","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","93","484899","0.0-15.0-0.16-0.16","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1353","img/BigUmbrella.png","0","word_selection","pir","turu","false","","","turu",""
"html-keyboard-response","94","486410","0.0-15.0-0.16-1.16","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","",""
"image-button-response","95","486923","0.0-15.0-0.17-0.17","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","511","img/BigUmbrella.png","1","word_selection","pir","pir","true","","","turu",""
"html-keyboard-response","96","488444","0.0-15.0-0.17-1.17","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","97","489667","0.0-15.0-0.18-0.18","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1221","img/SmallWoman.png","1","word_selection","kas","kas","true","","","tan",""
"html-keyboard-response","98","491186","0.0-15.0-0.18-1.18","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"html-keyboard-response","99","493355","0.0-16.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","2166","
      <p style=""font-size:24px;"">Now let's put words together...</p>
      <p style=""font-size:22px;""><i>Press any key when you're ready.</i></p>


    ","j","","","","","","","",""
"image-keyboard-response","100","500360","0.0-17.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BadSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","101","506879","0.0-17.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/SmallWoman.png","null","exposure","","","","","false","",""
"image-keyboard-response","102","513402","0.0-17.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BigMan.png","null","exposure","","","","","false","",""
"image-keyboard-response","103","519909","0.0-17.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/SmallUmbrella.png","null","exposure","","","","","false","",""
"image-keyboard-response","104","526419","0.0-17.0-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BigSandwich.png","null","exposure","","","","","false","",""
"image-keyboard-response","105","532931","0.0-17.0-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodUmbrella.png","null","exposure","","","","","false","",""
"image-button-response","106","536003","0.0-18.0-0.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","2557","img/GoodUmbrella.png","1","noun_phrase_selection","pilg dan","teban turu","false","","","teban turu",""
"html-keyboard-response","107","537524","0.0-18.0-0.0-1.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/UnhappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Wrong!</p>","null","","","","","","","",""
"image-button-response","108","538147","0.0-18.0-0.1-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","620","img/GoodUmbrella.png","0","noun_phrase_selection","pilg dan","pilg dan","true","","","teban turu",""
"html-keyboard-response","109","539660","0.0-18.0-0.1-1.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","110","540803","0.0-18.0-0.2-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1139","img/SmallWoman.png","0","noun_phrase_selection","kers gas","kers gas","true","","","pilg dan",""
"html-keyboard-response","111","542326","0.0-18.0-0.2-1.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","112","543402","0.0-18.0-0.3-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1073","img/BigMan.png","0","noun_phrase_selection","kiv pir","kiv pir","true","","","kers gas",""
"html-keyboard-response","113","544913","0.0-18.0-0.3-1.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","114","547131","0.0-18.0-0.4-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","2214","img/SmallUmbrella.png","0","noun_phrase_selection","pilg gas","pilg gas","true","","","teban turu",""
"html-keyboard-response","115","548642","0.0-18.0-0.4-1.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","116","550098","0.0-18.0-0.5-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1452","img/BadSandwich.png","0","noun_phrase_selection","teban turu","teban turu","true","","","kers gas",""
"html-keyboard-response","117","551623","0.0-18.0-0.5-1.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"image-button-response","118","553627","0.0-18.0-0.6-0.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","2001","img/BigSandwich.png","1","noun_phrase_selection","teban pir","teban pir","true","","","kers gas",""
"html-keyboard-response","119","555152","0.0-18.0-0.6-1.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","",""
"html-keyboard-response","120","557275","0.0-19.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","2121","
      <p style=""font-size:24px;"">Finally, let's see how some numbers work in Taneg...</p>
      <p style=""font-size:22px;""><i>Press any key when you're ready.</i></p>

    ","j","","","","","","","",""
"image-keyboard-response","121","564291","0.0-20.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/2.png","null","exposure","","","","","false","",""
"image-keyboard-response","122","570800","0.0-20.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/4.png","null","exposure","","","","","false","",""
"image-keyboard-response","123","577315","0.0-20.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/2.png","null","exposure","","","","","false","",""
"image-keyboard-response","124","583828","0.0-20.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/4.png","null","exposure","","","","","false","",""
"image-keyboard-response","125","590353","0.0-21.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","126","596862","0.0-21.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/Umbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","127","603372","0.0-21.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/Man2.png","null","exposure","","","","","false","",""
"image-keyboard-response","128","609888","0.0-21.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/Woman2.png","null","exposure","","","","","false","",""
"image-keyboard-response","129","616416","0.0-22.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/Man4.png","null","exposure","","","","","false","",""
"image-keyboard-response","130","622935","0.0-22.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodUmbrella4.png","null","exposure","","","","","false","",""
"image-keyboard-response","131","629464","0.0-22.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/Woman4.png","null","exposure","","","","","false","",""
"image-keyboard-response","132","635993","0.0-22.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","133","642513","0.0-23.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BadUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","134","649023","0.0-23.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","135","655536","0.0-23.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BigUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","136","662067","0.0-23.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BigSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","137","668594","0.0-23.0-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/SmallUmbrella4.png","null","exposure","","","","","false","",""
"image-keyboard-response","138","675119","0.0-23.0-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/SmallSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","139","681652","0.0-23.0-0.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/BadSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","140","688161","0.0-23.0-0.7","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","null","img/GoodUmbrella4.png","null","exposure","","","","","false","",""
"html-keyboard-response","141","690452","0.0-24.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","1785","
      <p style=""font-size:20px;"">Now you'll be asked to produce your own phrases in Taneg!</p>
      <p style=""font-size:20px;"">Please do your best to convey the meaning in each case, even if you're not sure.</p>
      <p style=""font-size:20px;"">You will not be corrected on this.</p>  
      <p style=""font-size:20px;"">Imagine you're actually interacting with a real speaker! </p>
      <p style=""font-size:20px;""><i>Press any key when you're ready.</i></p>
    ","k","","","","","","","",""
"html-button-response","142","703467","0.0-25.0-0.0","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","12000","img/SmallSandwich.png","0","production","teban kas","dew dan pilg","false","","","",""
"html-button-response","143","715994","0.0-25.0-0.1","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","12526","img/BadSandwich2.png","0","production","dew debanu turu","dew kers tan pilg","false","","","",""
"html-button-response","144","727251","0.0-25.0-0.2","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","11255","img/SmallUmbrella4.png","0","production","kra filgu kas","kers kivu pir tebanu","false","","","",""
"html-button-response","145","736555","0.0-25.0-0.3","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","9303","img/GoodSandwich.png","0","production","teban tan","givu kiv hersu","false","","","",""
"html-button-response","146","749053","0.0-25.0-0.4","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","12497","img/BigUmbrella4.png","0","production","kra filgu pir","dew kers bilgu","false","","","",""
"html-button-response","147","770987","0.0-25.0-0.5","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","21932","img/BadUmbrella.png","0","production","pilg duru","kers filgu kiv kivu","false","","","",""
"html-button-response","148","779154","0.0-25.0-0.6","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","8167","img/GoodUmbrella2.png","0","production","dew bilgu tan","turu kers kersu bilgu","false","","","",""
"html-button-response","149","785995","0.0-25.0-0.7","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","6840","img/Woman4.png","0","production","kra hersu","turu dew tan gas","false","","","",""
"html-button-response","150","792594","0.0-25.0-0.8","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","6598","img/BigUmbrella.png","0","production","pilg bir","debanu kas gersu hersu","false","","","",""
"html-button-response","151","798075","0.0-25.0-0.9","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","5480","img/SmallSandwich4.png","0","production","kra sebanu kas","turu dew sebanu debanu","false","","","",""
"html-button-response","152","809011","0.0-25.0-0.10","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","10935","img/Man2.png","0","production","dew givu","kiv pilgu kivu turu","false","","","",""
"html-button-response","153","814370","0.0-25.0-0.11","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","5358","img/Man4.png","0","production","kra hivu","kivu kiv teban","false","","","",""
"html-button-response","154","818586","0.0-25.0-0.12","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","4215","img/SmallUmbrella2.png","0","production","dew bilgu kas","tebanu kersu kra","false","","","",""
"html-button-response","155","822323","0.0-25.0-0.13","6994a3207108947586c5f99c","6a42e2df51d202e3a70b4753","6a42e4130643bdce4fc38b09","NonImmersiveDrogek","6u1hyeb6y3","0","2","","","","","","3736","img/BadSandwich4.png","0","production","kra sebanu turu","dan pilgu pilg","false","","","",""
