"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","key_press","foil","question_order"
"pavlovia","0","3014","0.0-0.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","","","","","","","","","","","",""
"preload","1","18932","0.0-1.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","true","false","[]","[]","[]","","","","","","","","","","","",""
"html-keyboard-response","2","24017","0.0-2.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","5082","Welcome! Please press any key to begin.","n","","","","","","","","",""
"html-keyboard-response","3","62395","0.0-3.0-0.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","38376","
    <img src=""img/landscape.jpg"" style=""max-width:400px; display:block; margin:0 auto 20px;"">
    <p style=""font-size:22px;"">You belong to a community, known as the Tany, who traditionally speak the Taneg language.</p> 
    <p style=""font-size:22px;"">By now, speakers of Taneg are in the minority. About 20% of the population speaks it regularly, including some children, but everyone also speaks English.</p> 
    <p style=""font-size:22px;"">You did not grow up speaking it, but your grandparents did, and your parents spoke some, and you have decided to become a speaker!</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","j","","","","","","","","",""
"html-keyboard-response","4","92622","0.0-3.0-1.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","29217","
    <p style=""font-size:22px;"">You think this is an important moment.</p> 
    <p style=""font-size:22px;"">A related language, Drogek, is now barely spoken at all! Now almost everyone in the Drogy community speaks only English, with only a few enthusiasts keeping Drogek alive.</p> 
    <p style=""font-size:22px;"">You, like many Tany people, want to avoid this future for Taneg. Recording it for future generations is not enough; you think the only way to keep it alive is for people like you to learn and use the language.</p>
    <img src=""img/DrogekTrend.png"" style=""max-width:600px; display:block; margin:0 auto 20px;"">
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      ","j","","","","","","","","",""
"html-keyboard-response","5","123067","0.0-3.0-2.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","29440","
    <p style=""font-size:22px;"">Today you’ll learn just a small part of the language.</p> 
    <p style=""font-size:22px;"">You know that Taneg is quite different from English, so you’ll need to pay careful attention to how it works.</p>
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","6","127284","0.0-3.0-3.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","3204","
    <p style=""font-size:22px;"">Be part of a bright future for Taneg! You don’t want its future to be like Drogek’s…</p> 
      <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-keyboard-response","7","135128","0.0-3.0-4.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","6837","
    <p style=""font-size:22px;"">While you're learning Taneg, please remain focused on this app, and please do not switch to other tabs!</p>
    <p style=""font-size:22px;"">But please do <strong>not</strong> make notes! We want to see how well you do just by engaging with the app!</p>
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>
      "," ","","","","","","","","",""
"html-button-response","8","148808","0.0-3.0-5.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","12675","
  <p style=""font-size:22px;"">Let's see if you were paying attention!</p>
  <p style=""font-size:20px;"">Which of the following are you allowed to do while learning Taneg?</p>
","1","comprehension_check","Engage with the app without making notes","Engage with the app without making notes","true","","","","",""
"html-keyboard-response","9","152275","0.0-4.0","682634b74da614d118d7990e","6a42e2df51d202e3a70b4753","6a42eba9040409990e01d719","ImmersiveDrogek","n1f94qzaq1","0","1","","","","","","3466","
    <p style=""font-size:20px;"">Good! You should not take notes, switch tabs, or use a dictionary!</p> 
    <p style=""font-size:20px;""><i>Press any key to continue.</i></p>

    "," ","","","","","","","","",""
